userId,hotelID,Hotel_Name,Average_Rating,Predicted_Rating,Hybrid_Score,Normalized_Hybrid_Score,Rank,Number_of_Reviewers
sohee,17_11,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.59,9.0213585,33.2787039819213,5.126976462103142,2,39
sohee,13_26,Nhà Rosemary Bãi Dài - Căn hộ hướng biển gần sân bay Cam Ranh (Rosemary Home at Bai Dai Beach Nha Trang - Seaview Condo near Int't Cam Ranh Airport),9.2,9.121124,21.87150076383209,0.8771964806832554,3,10
sohee,16_15,HANZ Muong Thanh Vien Trieu Condo Hotel,10.0,8.944719,21.448500160928145,0.7196066262745037,4,10
sohee,39_17,Gold Coast Hotel Nha Trang,9.09,9.385665,19.516941572275222,0.0,5,7
sojin,3_26,Aaron Boutique Hotel,9.37,9.521858,43.94452320803236,10.0,1,100
sojin,17_11,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.59,9.045408,33.36742064344497,5.6725275192379785,2,39
sojin,15_12,Hà Nhung Hotel Nha Trang,9.05,9.0204735,27.463033909432916,3.256830881033896,3,20
sojin,10_7,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Biệt thự hồ bơi riêng Cam Ranh Mystery Villa & Spa)",8.91,10.081565,25.051747668378297,2.2702870910228152,4,11
sojin,18_5,Thời Bình Hotel,9.35,8.876092,19.502767398819515,0.0,5,8
sok,3_29,Khách sạn Nagar Nha Trang (Nagar Hotel Nha Trang),9.27,9.115033,47.68172845241151,10.0,1,186
sok,17_11,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.59,9.535241,35.17435508346475,4.968098370996322,2,39
sok,2_3,ELITE HOTEL NHA TRANG,9.82,9.151134,26.450177928926614,1.4582326349473937,3,17
sok,10_7,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Biệt thự hồ bơi riêng Cam Ranh Mystery Villa & Spa)",8.91,9.373992,23.29349497198785,0.18825230856605263,4,11
